keyword,position,prev_position,search_volume,keyword_difficulty,cpc,url,traffic,traffic_pct,traffic_cost,competition,serp_features,keyword_intents,position_type
zinc carnosine supplement,3,3,590,27,0.8,https://smartq.pureforyou.com/products/33055587205154/peptic-care-zinc-l-carnosine,38,0.11,30,0.8,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,Organic
b complex liquid,3,3,1600,9,0.57,https://smartq.pureforyou.com/products/33055655788578/b-complex-liquid,38,0.11,21,1,"Image pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
pure encapsulations b12,3,3,590,13,1.13,https://smartq.pureforyou.com/products/39406542520354/b12-folate,38,0.11,42,1,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
methionine supplement,6,6,1600,57,0.66,https://smartq.pureforyou.com/products/33055633014818/l-methionine,38,0.11,25,0.99,"Knowledge panel, Sitelinks, Video, People also ask, Popular products, Related searches, AI overview",informational,Organic
pure encapsulations l theanine,3,3,590,8,0.88,https://smartq.pureforyou.com/products/33055632883746/l-theanine-60,38,0.11,33,1,"Knowledge panel, Sitelinks, Video, Image, Related searches, AI overview",informational,Organic
dl-phenylalanine,8,8,1600,42,0.64,https://smartq.pureforyou.com/products/33055645564962/dl-phenylalanine-90,38,0.11,24,1,"Sitelinks, Video, Related searches, AI overview",informational,Organic
nac pure encapsulations,3,3,590,16,1.11,https://smartq.pureforyou.com/products/32040776990754/nac-900-mg,38,0.11,42,1,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",informational,Organic
pure encapsulations macular support,3,3,880,10,0.85,https://smartq.pureforyou.com/products/33055612141602/macular-support-formula-60,38,0.11,32,1,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
pure encapsulations berberine,3,3,590,10,1.39,https://smartq.pureforyou.com/products/41066154983458/berberine-ultrasorb,38,0.11,52,1,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
magnesium and potassium,7,7,1600,26,0.59,https://smartq.pureforyou.com/products/33055586123810/potassium-magnesium-aspartate-90,38,0.11,22,1,"Sitelinks, Video, Video Carousel, Related searches, Short videos, AI overview",informational,Organic
vision support,3,3,590,17,1.57,https://smartq.pureforyou.com/collections/vision-support,38,0.11,59,1,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
dao enzymes,4,4,1000,30,0.74,https://smartq.pureforyou.com/products/43700732919842/dao-enzyme,35,0.1,25,1,"Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
motilpro,6,6,1600,10,1.15,https://smartq.pureforyou.com/products/33055592087586/motilpro,35,0.1,40,1,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
vitamin d3 pure encapsulations,2,2,260,22,0.75,https://smartq.pureforyou.com/products/39406546288674/vitamin-d3,34,0.1,25,1,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Discussions and forums","informational, transactional",Organic
b complex pure encapsulations,2,2,260,15,0.97,https://smartq.pureforyou.com/products/39406461747234/b-complex-plus,34,0.1,32,1,"Knowledge panel, Sitelinks, Video, Image, Related searches, Discussions and forums",informational,Organic
pure encapsulations women's nutrients,2,2,260,12,0.78,https://smartq.pureforyou.com/products/39741659709474/womens-nutrients-180,34,0.1,26,1,"Sitelinks, Video, Image, Related searches",informational,Organic
pure encapsulations vitamin b,2,2,260,20,0.64,https://smartq.pureforyou.com/products/39406461747234/b-complex-plus,34,0.1,21,1,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",informational,Organic
pure encapsulations athletic pure pack,2,2,260,7,1.74,https://smartq.pureforyou.com/products/32040730689570/athletic-pure-pack-30,34,0.1,59,1,"Knowledge panel, Sitelinks, Image, Related searches",informational,Organic
pure encapsulations omega 3,2,2,260,12,0.96,https://smartq.pureforyou.com/products/32931091349538/one-omega,34,0.1,32,1,"Knowledge panel, Sitelinks, Video, Image, Related searches",informational,Organic
pure multivitamin for women,2,2,260,18,0.77,https://smartq.pureforyou.com/collections/womens-formulas,34,0.1,26,1,"Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums",informational,Organic
pure prenatal multivitamin,1,1,140,19,1.42,https://smartq.pureforyou.com/products/40638309761058/prenatal-nutrients,34,0.1,48,1,"Sitelinks, Video, People also ask, Related searches",informational,Organic
pure vitamin d3 k2,2,2,260,19,1,https://smartq.pureforyou.com/products/43591436894242/vitamin-d3-k2,34,0.1,34,1,"Sitelinks, Video, Video Carousel, Discussions and forums",informational,Organic
pure encapsulations magnesium glycinate supplement,2,2,260,20,1.14,https://smartq.pureforyou.com/products/39410161811490/magnesium-glycinate,34,0.1,38,0.05,"Sitelinks, Video, People also ask, Related searches",informational,Organic
b complex pure,2,2,260,13,0.84,https://smartq.pureforyou.com/products/39406461747234/b-complex-plus,34,0.1,28,1,"Sitelinks, Video, Video Carousel, People also ask, Related searches",informational,Organic
pure encapsulation prenatal,1,1,140,20,1.76,https://smartq.pureforyou.com/products/40638309761058/prenatal-nutrients,34,0.1,59,1,"Sitelinks, Video, People also ask, Related searches, Discussions and forums",informational,Organic
pure encapsulations magnesium glycinate reviews,1,1,1000,24,0.71,https://smartq.pureforyou.com/products/39410161811490/magnesium-glycinate,34,0.1,24,0.84,"Knowledge panel, Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview","commercial, informational",AI overview
pure b vitamins,1,1,140,17,0.84,https://smartq.pureforyou.com/products/39406461747234/b-complex-plus,34,0.1,28,1,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
pure encapsulation one multivitamin,2,2,260,24,0.73,https://smartq.pureforyou.com/products/39251840991266/o-n-e-multivitamin,34,0.1,24,1,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Discussions and forums",informational,Organic
calcium citrate,18,18,22200,44,0.4,https://smartq.pureforyou.com/products/39406543536162/calcium-citrate,33,0.09,13,1,"Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
purelyforyou,1,1,40,36,0,https://pureforyou.com/,32,0.09,0,0,"Knowledge panel, Sitelinks, Video, Video Carousel, People also ask, Related searches","navigational, transactional",Organic
calcium magnesium supplement,9,9,3600,25,1.03,https://smartq.pureforyou.com/products/33055653560354/calcium-magnesium-citrate-90,32,0.09,32,1,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
pureforyou.com,1,1,40,23,4.2,https://pureforyou.com/,32,0.09,134,1,"Sitelinks, Video, Ads bottom, People also ask",navigational,Organic
inositol powder,14,10,8100,30,0.77,https://smartq.pureforyou.com/products/33055635210274/inositol-powder,32,0.09,24,1,"Sitelinks, Video, Ads bottom, People also ask, Related searches, AI overview",informational,Organic
pantethine,4,4,1300,50,0.51,https://smartq.pureforyou.com/products/33055587565602/pantethine-60,31,0.09,15,1,"Knowledge panel, Sitelinks, Video, People also ask, Related searches, Things to know, AI overview",informational,Organic
pure encapsulations o.n.e.,3,3,390,27,0.96,https://smartq.pureforyou.com/products/39251840991266/o-n-e-multivitamin,31,0.09,29,1,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches","informational, transactional",Organic
pure encapsulations pure probiotic,3,3,390,8,1.29,https://smartq.pureforyou.com/products/33055585402914/probiotic-50b,31,0.09,39,1,"Sitelinks, Video, Image, Related searches",informational,Organic
chaste tree berry,9,9,2400,34,0.51,https://smartq.pureforyou.com/products/33055651266594/chaste-tree-vitex-60,31,0.09,15,1,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
glutathione liquid,2,2,390,42,1.59,https://smartq.pureforyou.com/products/33055629115426/liposomal-glutathione-liquid,31,0.09,49,1,"Image pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
hm complex 180 capsules,9,9,1300,4,0,https://smartq.pureforyou.com/products/39400274690082/hm-complex,31,0.09,0,0,Sitelinks,informational,Organic
magnesium glycinate pure,3,3,720,36,1.15,https://smartq.pureforyou.com/products/39410161811490/magnesium-glycinate,31,0.09,35,1,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
pure encapsulations creatine,3,3,390,23,1.67,https://smartq.pureforyou.com/products/44341136982050/pure-creatine,31,0.09,51,1,"Knowledge panel, Sitelinks, Video, Image, Popular products, Related searches",informational,Organic
pure encapsulations one,4,4,480,22,0.96,https://smartq.pureforyou.com/products/39251840991266/o-n-e-multivitamin,31,0.09,29,1,"Knowledge panel, Sitelinks, Video, Video Carousel, People also ask, Related searches",informational,Organic
pure encapsulations nutrient 950,3,3,390,9,0.9,https://smartq.pureforyou.com/products/33055590023202/nutrient-950-90,31,0.09,27,1,"Knowledge panel, Image pack, Sitelinks, Video, Image, Related searches","informational, transactional",Organic
pure encapsulations coq10,3,3,390,23,1.05,https://smartq.pureforyou.com/products/32040734031906/coq10-120-mg,31,0.09,32,1,"Knowledge panel, Sitelinks, Video, Image, Related searches",informational,Organic
pure encapsulations magnesium citrate,3,3,1000,31,0.82,https://smartq.pureforyou.com/products/32040753659938/magnesium-citrate,30,0.08,24,1,"Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
tyrosine supplements,5,5,1600,39,1.18,https://smartq.pureforyou.com/products/33055632228386/l-tyrosine,30,0.08,35,0.99,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
pure multivitamin,3,3,880,23,0.76,https://smartq.pureforyou.com/products/39251840991266/o-n-e-multivitamin,30,0.08,22,1,"Sitelinks, Video, Image, Video Carousel, Related searches, Discussions and forums",informational,Organic
thyroid support supplement,4,5,2900,32,0.97,https://smartq.pureforyou.com/products/32040791375906/thyroid-support-complex,29,0.08,28,1,"Image pack, Sitelinks, Image, People also ask, Related searches, AI overview",informational,Image pack
amino acids powder,1,1,720,33,2.02,https://smartq.pureforyou.com/products/33055656804386/amino-replete,29,0.08,58,1,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Image pack
liquid vitamin b complex,8,8,1300,12,0.57,https://smartq.pureforyou.com/products/33055655788578/b-complex-liquid,28,0.08,15,1,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
pure encapsulations b complex liquid,2,2,210,7,1.23,https://smartq.pureforyou.com/products/33055655788578/b-complex-liquid,27,0.08,33,1,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
one multivitamin,2,2,1000,28,0.77,https://smartq.pureforyou.com/products/39251840991266/o-n-e-multivitamin,27,0.08,20,1,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Image pack
one omega,1,1,110,11,1.16,https://smartq.pureforyou.com/products/32931091349538/one-omega,27,0.08,31,0.99,"Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
pure encapsulations men's multivitamin,2,2,210,22,0.77,https://smartq.pureforyou.com/collections/mens-formulas,27,0.08,20,1,"Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
b complex plus pure encapsulations,2,2,210,11,0.8,https://smartq.pureforyou.com/products/39406461747234/b-complex-plus,27,0.08,21,1,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, Related searches, Discussions and forums",informational,Organic
pure brand magnesium,2,2,210,27,0.72,https://smartq.pureforyou.com/products/39410161811490/magnesium-glycinate,27,0.08,19,1,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
pure encapsulations magnesium glycinate liquid,2,2,210,9,1.06,https://smartq.pureforyou.com/products/33055608307746/magnesium-glycinate-liquid,27,0.08,28,1,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",informational,Organic
pure encapsulations vitamin d supplement,1,1,110,18,2.06,https://smartq.pureforyou.com/products/39406546288674/vitamin-d3,27,0.08,55,0.08,"Sitelinks, Video, Ads bottom, People also ask, Related searches",informational,Organic
magnesium glycinate by pure encapsulations,2,2,210,27,1.33,https://smartq.pureforyou.com/products/39410161811490/magnesium-glycinate,27,0.08,35,1,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
ubiquinol supplement,3,3,1900,27,1.17,https://smartq.pureforyou.com/products/33055571083298/ubiquinol-qh-200,27,0.08,31,0.47,"Image pack, Sitelinks, Video, Image, Ads bottom, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Image pack
pure encapsulation magnesium,2,2,210,14,0.93,https://smartq.pureforyou.com/products/39410161811490/magnesium-glycinate,27,0.08,25,1,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
pure encapsulation multivitamin,3,3,320,20,0.79,https://smartq.pureforyou.com/products/39251840991266/o-n-e-multivitamin,26,0.07,20,1,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Discussions and forums",informational,Organic
calcium and magnesium,4,4,880,28,1.01,https://smartq.pureforyou.com/products/33055653560354/calcium-magnesium-citrate-90,26,0.07,26,1,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
digestive enzymes ultra,2,2,320,20,0.93,https://smartq.pureforyou.com/products/32040736817186/digestive-enzymes-ultra,26,0.07,24,1,"Knowledge panel, Sitelinks, Video, Related searches, AI overview",informational,Organic
